product,average_quantity_sold,total_quantity_sold,total_revenue,estimated_price_per_unit,projected_60_day_quantity,projected_60_day_revenue,recommended_inventory_order,reason
Laxmi Masoor Whole 4Lb,6.0,6.0,41.94,6.989999999999999,360.0,2516.3999999999996,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Methi Paratha 400G,5.0,5.0,14.95,2.9899999999999998,300.0,896.9999999999999,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Methi Seeds 400Gm,20.0,20.0,59.8,2.9899999999999998,1200.0,3587.9999999999995,1320.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Methi Seeds(200G),35.0,35.0,69.65,1.9900000000000002,2100.0,4179.0,2310.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Milk Rusk 300G,6.0,6.0,11.94,1.99,360.0,716.4,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Mint Chutney 9Fl Oz,10.0,10.0,39.9,3.9899999999999998,600.0,2394.0,660.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Mix Veg Paratha 400G,8.0,8.0,23.92,2.99,480.0,1435.2,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Moong Dal 2Lb,62.0,62.0,267.38,4.31258064516129,3720.0,16042.8,4092.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Moong Dal 4Lb,23.0,23.0,160.77,6.99,1380.0,9646.2,1518.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Mustard Seeds 200G,53.0,53.0,105.47,1.99,3180.0,6328.2,3498.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Mustard Seeds 400Gm,27.0,27.0,80.73,2.99,1620.0,4843.8,1782.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Mustard Whole Big 450G,6.0,6.0,23.94,3.99,360.0,1436.4,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Mysore Murmura 400g,20.0,20.0,59.8,2.9899999999999998,1200.0,3587.9999999999995,1320.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Nutmeg Pwd 100G,2.0,2.0,9.98,4.99,120.0,598.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Onion Paratha 400G,8.0,8.0,23.92,2.99,480.0,1435.2,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Paneer 5lb,1.0,1.0,32.99,32.99,60.0,1979.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Paneer Jalebi 350Gm,15.0,15.0,104.85,6.989999999999999,900.0,6290.999999999999,990.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Paneer Paratha 400G,17.0,17.0,67.83,3.9899999999999998,1020.0,4069.7999999999997,1122.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Panipuri Con 8Oz,7.0,7.0,27.93,3.9899999999999998,420.0,1675.8,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Paprika (200G),2.0,2.0,5.98,2.99,120.0,358.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Paprika 400Gm,2.0,2.0,7.98,3.99,120.0,478.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Peanut Chikki 200Gm,20.0,20.0,52.3,2.6149999999999998,1200.0,3137.9999999999995,1320.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Peanut Laddu,8.0,8.0,19.92,2.49,480.0,1195.2,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Peanut Oil 2Liter,3.0,3.0,38.97,12.99,180.0,2338.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Peanut Raw 800G,332.0,332.0,1324.68,3.99,19920.0,79480.8,21912.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Peanuts - 400 Gms,18.0,18.0,53.82,2.99,1080.0,3229.2000000000003,1188.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Phool Makhana 200G,25.0,25.0,197.75,7.91,1500.0,11865.0,1650.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Phool Makhana 400G,26.0,26.0,409.74,15.75923076923077,1560.0,24584.4,1716.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Poha Thin 4 Lb,5.0,5.0,29.95,5.99,300.0,1797.0,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Ponni Boiled Rice 10Lb,16.0,16.0,207.84,12.99,960.0,12470.4,1056.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Ponni Boiled Rice 20Lb,9.0,9.0,215.91,23.99,540.0,12954.599999999999,594.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Ponni Raw Rice 10Lb,9.0,9.0,143.91,15.99,540.0,8634.6,594.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Ponni Raw Rice 20Lb,5.0,5.0,129.95,25.99,300.0,7796.999999999999,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Poppy Seeds 100G,32.0,32.0,95.68,2.99,1920.0,5740.8,2112.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Poppy Seeds 200G,22.0,22.0,131.78,5.99,1320.0,7906.8,1452.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Potato Peas Samosa,6.0,6.0,29.94,4.99,360.0,1796.4,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Punjab Gud 2lb,4.0,4.0,19.96,4.99,240.0,1197.6000000000001,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Punjab Masala Gudi 2lb,13.0,13.0,51.87,3.9899999999999998,780.0,3112.2,858.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Punjab Shakkar 2lb,7.0,7.0,27.93,3.9899999999999998,420.0,1675.8,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Punjabi Samosa 8pcs,5.0,5.0,29.95,5.99,300.0,1797.0,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Punjabi Samosas,1.0,1.0,6.99,6.99,60.0,419.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Ragi Flour 4Lb,14.0,14.0,83.86,5.99,840.0,5031.6,924.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Raw Peanut 3.5Lb,142.0,142.0,992.58,6.99,8520.0,59554.8,9372.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Red Chilli Powder 200G,38.0,38.0,113.62,2.99,2280.0,6817.200000000001,2508.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Red Chilli Powder 400Gm,18.0,18.0,91.82,5.101111111111111,1080.0,5509.2,1188.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Red Chilly Powder-800G,7.0,7.0,59.43,8.49,420.0,3565.8,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Red Chori(2 Lbs),14.0,14.0,55.86,3.9899999999999998,840.0,3351.6,924.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Red Poha 400G,20.0,20.0,39.8,1.9899999999999998,1200.0,2387.9999999999995,1320.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Respati Chilli 400Gm,2.0,2.0,9.98,4.99,120.0,598.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Rice Flour 2 Lbs,74.0,74.0,221.26,2.9899999999999998,4440.0,13275.599999999999,4884.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Rice Flour 4Lb,6.0,6.0,29.94,4.99,360.0,1796.4,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Round Red Chilies 200G,17.0,17.0,67.83,3.9899999999999998,1020.0,4069.7999999999997,1122.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Rusk 300G,37.0,37.0,73.63,1.9899999999999998,2220.0,4417.799999999999,2442.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Rusk 600Gm,30.0,30.0,119.7,3.99,1800.0,7182.0,1980.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Sabudana 2 Lb,21.0,21.0,83.79,3.99,1260.0,5027.400000000001,1386.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Sabudana 4Lb,2.0,2.0,11.98,5.99,120.0,718.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Saffron 1G,22.0,22.0,85.78,3.899090909090909,1320.0,5146.8,1452.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Saffron 2G,6.0,6.0,35.94,5.989999999999999,360.0,2156.3999999999996,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Sella Pboiled Basma 10Lb,2.0,2.0,39.98,19.99,120.0,2398.7999999999997,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Sesame (1Lt),24.0,24.0,253.76,10.573333333333332,1440.0,15225.599999999999,1584.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Sesame Oil 2L,25.0,25.0,419.75,16.79,1500.0,25185.0,1650.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Sesame Oil 500Ml,20.0,20.0,143.8,7.19,1200.0,8628.0,1320.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Sharbati Chap Flour 20Lb,3.0,3.0,65.97,21.99,180.0,3958.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Shredded Coconut 1.2Kg,22.0,22.0,175.78,7.99,1320.0,10546.800000000001,1452.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Shredded Coconut 400Gm,152.0,152.0,454.48,2.99,9120.0,27268.800000000003,10032.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Sona Masoori Rice 40Lb,1.0,1.0,45.99,45.99,60.0,2759.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Sonamasoori Rice 10Lb,17.0,17.0,203.83,11.99,1020.0,12229.800000000001,1122.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Sonamasoori Rice 20Lb,239.0,239.0,4791.61,20.04857740585774,14340.0,287496.6,15774.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Sooji Course 4 Lbs,63.0,63.0,377.37,5.99,3780.0,22642.2,4158.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Sooji Fine 2Lb,27.0,27.0,80.73,2.99,1620.0,4843.8,1782.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Sooji Fine 4 Lbs,15.0,15.0,89.85,5.989999999999999,900.0,5390.999999999999,990.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Sooji Roasted 2Lb,30.0,30.0,89.7,2.99,1800.0,5382.0,1980.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Sooji Roasted 4Lb,11.0,11.0,65.89,5.99,660.0,3953.4,726.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Split Moong Dal(2 Lbs),10.0,10.0,39.9,3.9899999999999998,600.0,2394.0,660.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Split Moong Dal(4 Lbs),13.0,13.0,90.87,6.99,780.0,5452.2,858.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Star Anise Seed(100G),21.0,21.0,98.39,4.685238095238096,1260.0,5903.400000000001,1386.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Star Anise Seeds(200G),4.0,4.0,35.46,8.865,240.0,2127.6,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Super Jumbo Pun Samosa 20pcs,7.0,7.0,118.93,16.990000000000002,420.0,7135.800000000001,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Takmaria 100Gm,20.0,20.0,40.3,2.0149999999999997,1200.0,2417.9999999999995,1320.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Tamarind & Dates Chutney,10.0,10.0,59.9,5.99,600.0,3594.0,660.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Tamarind 1Kg,1.0,1.0,5.99,5.99,60.0,359.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Tamarind Chutney,6.0,6.0,23.94,3.99,360.0,1436.4,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Tamarind Concentrade 14O,14.0,14.0,83.86,5.99,840.0,5031.6,924.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Tamarind Datechutney 8Oz,20.0,20.0,79.8,3.9899999999999998,1200.0,4788.0,1320.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Tandoori Paneer Samosa 20pcs,2.0,2.0,13.98,6.99,120.0,838.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Tandoori Roti 960G,5.0,5.0,29.95,5.99,300.0,1797.0,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Tea Masala(100G),1.0,1.0,2.99,2.99,60.0,179.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Thick Poha 2 Lb,21.0,21.0,62.79,2.9899999999999998,1260.0,3767.3999999999996,1386.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Thick Poha 4 Lb,16.0,16.0,95.84,5.99,960.0,5750.400000000001,1056.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Thin Poha 4lb,3.0,3.0,17.97,5.989999999999999,180.0,1078.1999999999998,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Thin Poha 800Gm,10.0,10.0,39.9,3.9899999999999998,600.0,2394.0,660.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Till Chikki,39.0,39.0,97.11,2.4899999999999998,2340.0,5826.599999999999,2574.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Tindora,41.0,41.0,81.59,1.99,2460.0,4895.4,2706.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Tindora 908 G,12.0,12.0,59.88,4.99,720.0,3592.8,792.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Toor Dal 2Lb,204.0,204.0,827.96,4.058627450980392,12240.0,49677.6,13464.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Toor Dal Madhi 4Lb,103.0,103.0,734.97,7.135631067961166,6180.0,44098.200000000004,6798.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Turmeric Powder 200G,31.0,31.0,61.69,1.99,1860.0,3701.4,2046.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Turmeric Powder 400G,54.0,54.0,190.96,3.5362962962962965,3240.0,11457.6,3564.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Urad Dal 2Lb,36.0,36.0,148.64,4.128888888888889,2160.0,8918.4,2376.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Urad Dal 4Lb,20.0,20.0,143.8,7.19,1200.0,8628.0,1320.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Urad Gota 2Lb,125.0,125.0,498.75,3.99,7500.0,29925.0,8250.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Urad Gota 4Lbs,31.0,31.0,216.69,6.99,1860.0,13001.4,2046.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Urad Gota 8Lb,19.0,19.0,265.81,13.99,1140.0,15948.6,1254.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Val Dal 2Lb,3.0,3.0,14.97,4.99,180.0,898.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Val Lilva - 310Gm,23.0,23.0,68.77,2.9899999999999998,1380.0,4126.2,1518.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Val Papdi,38.0,38.0,94.62,2.49,2280.0,5677.200000000001,2508.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Vatana 4Lb,8.0,8.0,47.92,5.99,480.0,2875.2000000000003,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Vsd Matoor Dal Plain 8Lb,16.0,16.0,222.84,13.9275,960.0,13370.4,1056.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Wet Tamarind (400G),60.0,60.0,239.4,3.99,3600.0,14364.0,3960.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi White Sesame Seeds 800 G,8.0,8.0,63.92,7.99,480.0,3835.2000000000003,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi White Sesame Seeds(400G),30.0,30.0,119.7,3.99,1800.0,7182.0,1980.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Whole Cashews 800G,27.0,27.0,458.73,16.990000000000002,1620.0,27523.800000000003,1782.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Whole Chilli Red 400G,10.0,10.0,69.9,6.99,600.0,4194.0,660.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Whole Moong 2Lbs,44.0,44.0,175.56,3.99,2640.0,10533.6,2904.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Whole Moong 4 Lb,16.0,16.0,111.84,6.99,960.0,6710.400000000001,1056.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Whole Moong Big 4Lb,23.0,23.0,160.77,6.99,1380.0,9646.2,1518.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Whole Nutmeg 100G,8.0,8.0,35.92,4.49,480.0,2155.2000000000003,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Whole Red Chilly 200Gm,36.0,36.0,143.64,3.9899999999999998,2160.0,8618.4,2376.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Whole Urad 2Lb,21.0,21.0,83.79,3.99,1260.0,5027.400000000001,1386.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Laxmi Whole Urad 4Lb,8.0,8.0,55.92,6.99,480.0,3355.2000000000003,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
